scope,parameter,description,value,unit,evidence_type,species,source,rationale,confidence,calibration_priority,code_location,evidence_scope,literature_value,comparison_to_literature,source_url,scope_zh,description_zh,unit_zh,evidence_type_zh,species_zh,rationale_zh,confidence_zh,calibration_priority_zh,evidence_scope_zh,literature_value_zh,comparison_to_literature_zh
mouse_pbpk,k_deg_isf_liver,Organ capsid-loss rate component,0.00771351180539,1/h,fitted/partitioned,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",Organ log-linear half-life fit split 35% vascular and 65% ISF; split itself is structural,medium-low,high,model/ode1.0.py:make_params,quantitative-derived,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,器官衣壳损失速率分量,h^-1,拟合后分配,小鼠,器官对数线性半衰期拟合后按血管 35%、ISF 65% 分配；该比例本身是结构假设,中低,高,定量推导/拟合证据,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable
mouse_pbpk,k_deg_isf_lung,Organ capsid-loss rate component,0.0210386725705,1/h,fitted/partitioned,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",Organ log-linear half-life fit split 35% vascular and 65% ISF; split itself is structural,medium-low,high,model/ode1.0.py:make_params,quantitative-derived,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,器官衣壳损失速率分量,h^-1,拟合后分配,小鼠,器官对数线性半衰期拟合后按血管 35%、ISF 65% 分配；该比例本身是结构假设,中低,高,定量推导/拟合证据,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable
mouse_pbpk,k_deg_isf_muscle,Organ capsid-loss rate component,0.0137978755916,1/h,fitted/partitioned,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",Organ log-linear half-life fit split 35% vascular and 65% ISF; split itself is structural,medium-low,high,model/ode1.0.py:make_params,quantitative-derived,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,器官衣壳损失速率分量,h^-1,拟合后分配,小鼠,器官对数线性半衰期拟合后按血管 35%、ISF 65% 分配；该比例本身是结构假设,中低,高,定量推导/拟合证据,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable
mouse_pbpk,k_deg_isf_rest,Organ capsid-loss rate component,0.0170455821356,1/h,fitted/partitioned,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",Organ log-linear half-life fit split 35% vascular and 65% ISF; split itself is structural,medium-low,high,model/ode1.0.py:make_params,quantitative-derived,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,器官衣壳损失速率分量,h^-1,拟合后分配,小鼠,器官对数线性半衰期拟合后按血管 35%、ISF 65% 分配；该比例本身是结构假设,中低,高,定量推导/拟合证据,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable
mouse_pbpk,k_deg_isf_spleen,Organ capsid-loss rate component,0.00730721832823,1/h,fitted/partitioned,mouse,"Wang et al. 2024, doi:10.1016/j.omtm.2024.101326; Seo et al. 2020, PMCID:PMC7193641",Organ log-linear half-life fit split 35% vascular and 65% ISF; split itself is structural,medium-low,high,model/ode1.0.py:make_params,quantitative-derived,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,小鼠 PBPK,器官衣壳损失速率分量,h^-1,拟合后分配,小鼠,器官对数线性半衰期拟合后按血管 35%、ISF 65% 分配；该比例本身是结构假设,中低,高,定量推导/拟合证据,,total fitted organ loss matches; 35/65 decomposition remains unidentifiable
mouse_pbpk,k_deg_m,RNA or protein first-order turnover,0.115524530093,1/h,assumed/derived,generic mammalian cell,Current model structural prior; requires project-specific calibration,Calculated from 6 h RNA or 48 h protein half-life; target-specific values are needed,low,high,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,RNA 或蛋白一阶周转速率,h^-1,假设/推导值,通用哺乳动物细胞,由 6 h RNA 或 48 h 蛋白半衰期推导；需要靶标特异数值,低,高,模型结构或设计输入,,
mouse_pbpk,k_deg_ncap,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.005,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_deg_p,RNA or protein first-order turnover,0.0144405662617,1/h,assumed/derived,generic mammalian cell,Current model structural prior; requires project-specific calibration,Calculated from 6 h RNA or 48 h protein half-life; target-specific values are needed,low,high,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,RNA 或蛋白一阶周转速率,h^-1,假设/推导值,通用哺乳动物细胞,由 6 h RNA 或 48 h 蛋白半衰期推导；需要靶标特异数值,低,高,模型结构或设计输入,,
mouse_pbpk,k_deg_ss,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.02,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_dil,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_ds,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.01,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_ee_le,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.3,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_epi,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.01,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_escape,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.005,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_brain,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_heart,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_kidney,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_liver,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_lung,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_muscle,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_rest,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_extra_isf_clear_spleen,"Cellular uptake, intracellular trafficking, immune or expression parameter",0,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nature16465,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_filtrate_to_pt,"Kidney filtration, proximal-tubule uptake or trafficking parameter",1.5,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_glom_filter,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.004,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_int,"Cellular uptake, intracellular trafficking, immune or expression parameter",0.2,mixed; see equation,assumed,generic mammalian cell,"Pillay et al. 2016, doi:10.1038/nature16465; Nonnenmacher and Weber 2012, doi:10.1038/gt.2012.6; Riyad and Weber 2021, doi:10.1038/s41434-021-00243-z; Bartlett et al. 2000, doi:10.1128/JVI.74.6.2777-2785.2000",Mechanistic step is literature-supported; present numerical value is an exploratory prior,low,high,model/ode1.0.py:make_params,mechanistic-only,AAV2-HeLa cell-surface internalization t1/2 <10 min,"model rates are much slower; retained because serotype, cell type and in-vivo accessibility are not comparable",https://doi.org/10.1128/JVI.74.6.2777-2785.2000,小鼠 PBPK,细胞摄取、胞内转运、免疫或表达参数,混合单位，见对应方程,假设值,通用哺乳动物细胞,机制步骤有文献支持，但当前数值仍是探索性先验,低,高,仅支持机制，不能直接约束数值,AAV2-HeLa cell-surface internalization t1/2 <10 min,"model rates are much slower; retained because serotype, cell type and in-vivo accessibility are not comparable"
mouse_pbpk,k_kidney_deg_cyto,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.01,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_deg_ds,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.005,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_deg_ee,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.02,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_deg_m,RNA or protein first-order turnover,0.115524530093,1/h,assumed/derived,generic mammalian cell,Current model structural prior; requires project-specific calibration,Calculated from 6 h RNA or 48 h protein half-life; target-specific values are needed,low,high,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,RNA 或蛋白一阶周转速率,h^-1,假设/推导值,通用哺乳动物细胞,由 6 h RNA 或 48 h 蛋白半衰期推导；需要靶标特异数值,低,高,模型结构或设计输入,,
mouse_pbpk,k_kidney_deg_ncap,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.005,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_deg_p,RNA or protein first-order turnover,0.0144405662617,1/h,assumed/derived,generic mammalian cell,Current model structural prior; requires project-specific calibration,Calculated from 6 h RNA or 48 h protein half-life; target-specific values are needed,low,high,model/ode1.0.py:make_params,structural/design,,,,小鼠 PBPK,RNA 或蛋白一阶周转速率,h^-1,假设/推导值,通用哺乳动物细胞,由 6 h RNA 或 48 h 蛋白半衰期推导；需要靶标特异数值,低,高,模型结构或设计输入,,
mouse_pbpk,k_kidney_deg_ss,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.02,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_ds,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.01,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_ee_le,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.25,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_ee_rec,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.35,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_epi,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.01,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_escape,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.006,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_le_deg,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.01,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_loss_epi,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.015,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_lys,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.1,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_lys_deg,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.08,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
mouse_pbpk,k_kidney_nuc,"Kidney filtration, proximal-tubule uptake or trafficking parameter",0.018,mixed; see equation,assumed,mouse-scale,"Christensen and Birn 2002, doi:10.1038/nrm778 (mechanistic proximal-tubule endocytosis only)",Dual-entry mechanism is biologically motivated; intact-AAV rates remain provisional,low,high,model/ode1.0.py:make_params,mechanistic-only,,,https://doi.org/10.1038/nrm778,小鼠 PBPK,肾滤过、近端小管摄取或转运参数,混合单位，见对应方程,假设值,小鼠尺度,双入口机制具有生物学依据，但完整 AAV 的速率仍为暂定值,低,高,仅支持机制，不能直接约束数值,,
